user_id,course_id,course_number,course_name,role_id,report_uri,percentage,status,message,api_response
13270,26180,191133C,E-commerce Cross-Border Payment Optimizer,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/13270/report_13270_191133C_E-commerce_Cross-Border_Payment_Optimizer.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
129883,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/129883/report_129883_191133B_Dynamic_Discounting_Platform_for_Corporates.json,,skipped,Report JSON empty or inaccessible for all tried URIs: ['https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/129883/report_129883_191133B_Dynamic_Discounting_Platform_for_Corporates.json'],{}
121237,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/121237/report_121237_191133B_Dynamic_Discounting_Platform_for_Corporates.json,,skipped,Report JSON empty or inaccessible for all tried URIs: ['https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/121237/report_121237_191133B_Dynamic_Discounting_Platform_for_Corporates.json'],{}
112897,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/112897/report_112897_191133B_Dynamic_Discounting_Platform_for_Corporates.json,,skipped,Report JSON empty or inaccessible for all tried URIs: ['https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/112897/report_112897_191133B_Dynamic_Discounting_Platform_for_Corporates.json'],{}
105376,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/105376/report_105376_191133B_Dynamic_Discounting_Platform_for_Corporates.json,,skipped,Report JSON empty or inaccessible for all tried URIs: ['https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/105376/report_105376_191133B_Dynamic_Discounting_Platform_for_Corporates.json'],{}
14289,26180,191133C,E-commerce Cross-Border Payment Optimizer,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/14289/report_14289_191133C_E-commerce_Cross-Border_Payment_Optimizer.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
9321,26180,191133C,E-commerce Cross-Border Payment Optimizer,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/9321/report_9321_191133C_E-commerce_Cross-Border_Payment_Optimizer.json,84.5,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
3350,26180,191133C,E-commerce Cross-Border Payment Optimizer,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/3350/report_3350_191133C_E-commerce_Cross-Border_Payment_Optimizer.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
96935,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/96935/report_96935_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
99528,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/99528/report_99528_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
44488,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/44488/report_44488_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
72807,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/72807/report_72807_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
74609,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/74609/report_74609_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
72794,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/72794/report_72794_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
68175,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/68175/report_68175_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
4331,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/4331/report_4331_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
55984,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/55984/report_55984_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
35484,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/35484/report_35484_191133B_Dynamic_Discounting_Platform_for_Corporates.json,87.5,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
48344,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/48344/report_48344_191133B_Dynamic_Discounting_Platform_for_Corporates.json,87.5,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
48588,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/48588/report_48588_191133B_Dynamic_Discounting_Platform_for_Corporates.json,87.5,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
47755,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/47755/report_47755_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
42330,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/42330/report_42330_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
46109,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/46109/report_46109_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
34635,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/34635/report_34635_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
41066,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/41066/report_41066_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
39088,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/39088/report_39088_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
36066,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/36066/report_36066_191133B_Dynamic_Discounting_Platform_for_Corporates.json,0.0,error,API call failed: Expecting value: line 1 column 1 (char 0),{}
17003,26178,191133B,Dynamic Discounting Platform for Corporates,27789,https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/17003/report_17003_191133B_Dynamic_Discounting_Platform_for_Corporates.json,,skipped,Report JSON empty or inaccessible for all tried URIs: ['https://zetheta-reports.s3.ap-south-1.amazonaws.com/non-tech-reports/17003/report_17003_191133B_Dynamic_Discounting_Platform_for_Corporates.json'],{}
